srcip,src_port,dstip,dst_port,protocol_type,flag,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smean,dmean,trans_depth,response_body_len,sjit,djit,timestamp,Ltime,sinpkt,dinpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label,is_attack,attack_subcat,rate,hour,day_part,duration_from_times,id
,,,,tcp,FIN,0.023145,1540,1644,31,29,4,4,-,499114.2813,536789.8125,16,18,255,255,1419701043,1424641870,96,91,0,0,96.438629,2.41592,,,1.520667,1.334588,0.000575,0.000454,0.000121,0,0,0.0,0.0,0.0,6,14,4,8,3,1,4,Normal,0,,,1425.793938,,,,26403.0
175.45.176.2,0.0,149.171.126.17,0.0,chaos,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258742.0,1424258742.0,0.008,0.0,0.0,0.0,0.0,0,2,,,0.0,10,10,2,2,2,2,10,DoS,1,1.0,Miscellaneous,24996875.390576176,11.0,morning,0.0,
,,,,tcp,FIN,0.746463,7818,15800,31,29,30,32,-,83101.24219,167992.25,122,126,255,255,3447955201,3448932238,64,125,0,0,443.059458,437.304728,,,6.217659,5.967416,0.000673,0.000531,0.000142,0,0,0.0,0.0,0.0,2,4,3,1,1,1,2,Normal,0,,,330.893828,,,,15719.0
,,,,tcp,FIN,0.448262,960,268,254,252,2,1,http,15419.55371,3997.662109,10,6,255,255,1846911813,2231638454,96,45,1,0,2437.372733,121.992586,,,49.806889,76.364602,0.14542,0.065843,0.079577,0,1,1.0,0.0,0.0,2,1,1,2,1,1,1,Reconnaissance,1,,,33.462573,,,,81161.0
175.45.176.1,0.0,149.171.126.17,0.0,rdp,INT,2e-06,200,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244367.0,1424244367.0,0.002,0.0,0.0,0.0,0.0,0,2,,,0.0,6,6,3,3,3,3,6,Analysis,1,1.0,Port Scanners,99950024.98750624,7.0,morning,0.0,
59.166.0.5,3094.0,149.171.126.5,111.0,udp,CON,0.391375,568,312,31,29,0,0,-,8707.760742,4783.13623,4,4,0,0,0,0,142,78,0,0,151.794141,166.399203,1421951078.0,1421951079.0,107.344664,117.67,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,12,3,1,1,1,1,unknown,0,0.0,unknown,2248.482907062324,18.0,afternoon,1.0,
175.45.176.3,0.0,149.171.126.19,0.0,mux,INT,1.428935,400,0,254,0,0,0,-,1679.57251,0.0,4,0,0,0,0,0,100,0,0,0,673.602188,0.0,1424230216.0,1424230217.0,476.311656,0.0,0.0,0.0,0.0,0,2,,,0.0,6,6,1,1,1,1,6,Exploits,1,1.0,PHP,279.9287579351553,3.0,night,1.0,
,,,,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,15,15,13,14,13,13,15,Generic,1,,,333333.3215,,,,153262.0
,,,,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,28,28,11,11,11,11,28,Generic,1,,,333333.3215,,,,162749.0
,,,,tcp,FIN,0.124974,4456,2560,31,29,7,7,-,271032.375,155680.3906,20,20,255,255,2762615207,2761820362,223,128,0,0,745.182445,22.387801,,,6.56079,6.548263,0.000708,0.000553,0.000155,0,0,0.0,0.0,0.0,11,6,3,7,1,1,3,Normal,0,,,312.064916,,,,37140.0
,,,,tcp,FIN,2.054378,1904,354,254,252,2,1,-,6674.526367,1207.177979,10,8,255,255,1340058296,1174645707,190,44,0,0,14531.45719,525.721437,,,228.264222,282.755281,0.102952,0.05305,0.049902,0,1,0.0,0.0,0.0,2,8,2,1,1,1,1,Exploits,1,,,8.275011,,,,122430.0
175.45.176.0,0.0,149.171.126.13,0.0,3pc,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223182.0,1424223182.0,0.009,0.0,0.0,0.0,0.0,0,2,,,0.0,4,4,1,2,1,1,4,DoS,1,1.0,NetBIOS/SMB,22219753.360737693,1.0,night,0.0,
,,,,tcp,FIN,0.843651,2934,3742,31,29,11,15,ftp,27290.90625,34829.56641,52,54,255,255,743874442,744875531,56,69,0,0,1415.667749,52.68934,,,16.536217,15.90834,0.000631,0.000506,0.000125,0,0,0.0,1.0,1.0,1,1,6,3,1,1,5,Normal,0,,,124.459048,,,,22287.0
,,,,tcp,FIN,0.110878,3728,5474,31,29,7,7,ssh,260610.7656,378506.125,32,24,255,255,299125455,299414579,117,228,0,0,358.597402,12.330187,,,3.57671,4.790348,0.000736,0.000568,0.000168,0,0,0.0,0.0,0.0,2,1,2,1,1,1,2,Normal,0,,,496.040702,,,,10699.0
149.171.126.15,1043.0,175.45.176.3,53.0,udp,INT,6e-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424247582.0,1424247582.0,0.006,0.0,0.0,0.0,0.0,0,0,,,0.0,38,38,23,23,23,23,38,unknown,0,0.0,unknown,43992667.88868522,8.0,morning,0.0,
59.166.0.4,49331.0,149.171.126.2,2007.0,tcp,FIN,0.871362,5080,3080,31,29,7,7,-,44977.86328,27341.10547,28,30,255,255,2900166478,3204890176,181,103,0,0,1788.346668,45.323367,1424229245.0,1424229246.0,32.261333,30.029896,0.000639,0.00049,0.000149,0,0,,,0.0,4,18,6,1,1,1,2,unknown,0,0.0,unknown,9364.649813321388,3.0,night,1.0,
,,,,udp,INT,5e-06,78,0,254,0,0,0,-,62400000.0,0.0,2,0,0,0,0,0,39,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,6,3,1,1,1,1,4,Normal,0,,,200000.0051,,,,72640.0
175.45.176.1,1043.0,149.171.126.18,53.0,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424237585.0,1424237585.0,0.008,0.0,0.0,0.0,0.0,0,2,,,0.0,53,53,27,27,27,12,53,Generic,1,1.0,IXIA,14248218.972628422,5.0,night,0.0,
175.45.176.0,0.0,149.171.126.17,0.0,pgm,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251643.0,1424251643.0,0.004,0.0,0.0,0.0,0.0,0,2,,,0.0,3,3,2,3,2,2,3,Exploits,1,1.0,SCADA,49987503.12421895,9.0,morning,0.0,
,,,,udp,CON,0.001035,146,178,31,29,0,0,dns,564251.25,687922.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,,,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,3,4,1,1,1,1,Normal,0,,,2898.550823,,,,30757.0
,,,,tcp,FIN,0.004288,1044,824,31,29,2,2,http,1705223.875,1384328.375,8,10,255,255,442182706,2588582019,131,82,1,83,36.224604,0.747762,,,0.560571,0.414778,0.000668,0.00055,0.000118,0,0,1.0,0.0,0.0,3,2,2,8,1,1,1,Normal,0,,,3964.552188,,,,36344.0
,,,,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,14,14,15,15,14,7,15,Generic,1,,,200000.0051,,,,121866.0
,,,,tcp,FIN,0.846777,5742,354,254,252,3,1,-,49732.10156,2928.752197,12,8,255,255,3619057386,2925317555,479,44,0,0,4423.424766,204.189953,,,73.658273,110.331859,0.144961,0.074446,0.070515,0,1,0.0,0.0,0.0,2,2,1,1,1,1,2,Fuzzers,1,,,22.43802,,,,61214.0
,,,,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,12,12,2,8,2,2,2,Exploits,1,,,100000.0025,,,,62401.0
,,,,tcp,FIN,0.937237,27592,850,254,252,12,4,-,227673.4688,6802.975098,30,16,255,255,709352992,1755054078,920,53,0,0,3071.204913,88.698102,,,32.318516,57.884133,0.110439,0.068236,0.042203,0,1,0.0,0.0,0.0,4,4,1,1,1,1,4,Fuzzers,1,,,48.013468,,,,84267.0
,,,,sep,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,6,6,1,1,1,1,6,Analysis,1,,,111111.1072,,,,99443.0
,,,,tcp,FIN,1.517062,866,1294,62,252,2,2,http,4113.213867,6143.453613,10,10,255,255,2395373298,2109053867,87,129,0,0,10579.74956,366.754437,,,168.562444,161.190781,0.110204,0.065665,0.044539,0,1,0.0,0.0,0.0,1,1,1,19,1,1,1,Normal,0,,,12.524208,,,,44928.0
,,,,tcp,FIN,2.038492,2558,23162,31,29,7,14,-,9791.551758,88736.1875,40,42,255,255,1489421338,1966827430,64,551,0,0,3212.33397,3091.979715,,,53.636238,49.708438,0.000567,0.000442,0.000125,0,0,0.0,0.0,0.0,11,11,3,2,1,1,3,Normal,0,,,39.735256,,,,1584.0
,,,,udp,REQ,9e-06,78,0,254,0,0,0,-,34666664.0,0.0,2,0,0,0,0,0,39,0,0,0,35309.672,0.0,,,35309.68,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,10,7,2,3,3,2,7,Fuzzers,1,,,111111.1072,,,,104523.0
,,,,tcp,FIN,0.164992,2854,30622,31,29,7,17,-,135376.25,1453888.625,46,48,255,255,1526953845,3989408387,62,638,0,0,213.309584,222.732114,,,3.659467,3.486383,0.001299,0.001124,0.000175,0,0,0.0,0.0,0.0,4,6,2,4,1,1,1,Normal,0,,,563.663677,,,,39556.0
,,,,udp,INT,3e-06,78,0,254,0,0,0,-,104000000.0,0.0,2,0,0,0,0,0,39,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,6,4,1,1,1,1,3,Normal,0,,,333333.3215,,,,72712.0
,,,,tcp,FIN,1.983634,2036,812,254,252,3,2,-,7529.614746,2948.124512,12,10,255,255,1955739698,2707548918,170,81,0,0,10341.01837,317.610875,,,171.984278,209.815109,0.186923,0.095295,0.091628,0,1,0.0,0.0,0.0,2,6,1,1,1,1,2,Fuzzers,1,,,10.58663,,,,50512.0
,,,,ipv6-opts,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,6,6,1,2,1,1,6,Analysis,1,,,111111.1072,,,,142505.0
,,,,tcp,FIN,3.742859,1002,354,254,252,2,1,http,1927.937988,662.595093,10,8,255,255,1371601109,2144451558,100,44,1,0,27355.03629,926.122938,,,411.972333,523.824562,0.13905,0.076086,0.062964,0,1,1.0,0.0,0.0,1,1,1,1,1,1,1,Reconnaissance,1,,,4.541983,,,,72805.0
,,,,ospf,INT,30.050091,1280,0,254,0,0,0,-,323.726135,0.0,20,0,0,0,0,0,64,0,0,0,1876.1445,0.0,,,1581.583625,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,1,1,1,1,Exploits,1,,,0.632278,,,,129721.0
59.166.0.5,64442.0,149.171.126.5,80.0,tcp,FIN,1.016108,1580,10168,31,29,3,5,-,11408.23535,75614.00781,12,18,255,255,1752711438,1753790172,132,565,2,0,9525.433955,7677.178934,1421945317.0,1421945318.0,92.340639,59.737821,0.000713,0.00056,0.000153,0,0,6.0,0.0,0.0,13,22,23,14,4,4,4,unknown,0,0.0,unknown,11561.763108289902,16.0,afternoon,1.0,
,,,,tcp,FIN,0.712448,1068,738,254,252,3,2,-,10993.08301,7253.862793,12,8,255,255,1477131990,1652592000,89,92,0,0,3475.324325,137.0145,,,63.371909,88.83643,0.118376,0.090582,0.027794,0,1,0.0,0.0,0.0,5,5,1,1,1,1,1,Fuzzers,1,,,26.668613,,,,64943.0
,,,,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,38,38,18,18,18,18,38,Generic,1,,,200000.0051,,,,146657.0
,,,,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,12,12,13,12,12,12,13,Generic,1,,,111111.1072,,,,167662.0
,,,,tcp,FIN,10.045118,4844,718974,62,252,2,267,http,3820.363037,571531.75,102,538,255,255,2925491071,1389241425,47,1336,1,348448,4799.533966,2181.64772,,,99.456618,18.522583,0.207477,0.097582,0.109895,0,1,1.0,0.0,0.0,1,1,1,1,1,1,1,DoS,1,,,63.612989,,,,1181.0
,,,,tcp,FIN,0.674322,564,354,254,252,2,1,-,6026.794434,3677.768066,10,8,255,255,3714442835,4285466443,56,44,0,0,5582.527325,136.610906,,,72.928111,91.63357,0.075016,0.032884,0.042132,0,1,0.0,0.0,0.0,1,1,1,1,1,1,1,Reconnaissance,1,,,25.210507,,,,97443.0
,,,,udp,INT,2e-05,114,0,254,0,0,0,dns,22800000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.02,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,19,19,17,17,16,16,20,Generic,1,,,50000.00126,,,,164784.0
175.45.176.2,0.0,149.171.126.17,0.0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258851.0,1424258851.0,0.006,0.0,0.0,0.0,0.0,0,2,,,0.0,2,2,1,4,1,1,2,Exploits,1,1.0,Miscellaneous,33327778.70354941,11.0,morning,0.0,
,,,,isis,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,13,11,7,10,6,6,7,Exploits,1,,,333333.3215,,,,55129.0
,,,,iso-ip,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,4,4,1,1,1,1,4,Exploits,1,,,111111.1072,,,,56702.0
175.45.176.0,0.0,149.171.126.17,0.0,unas,INT,7e-06,200,0,254,0,0,0,-,114285712.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251682.0,1424251682.0,0.007,0.0,0.0,0.0,0.0,0,2,,,0.0,3,3,2,2,2,2,3,DoS,1,1.0,Miscellaneous,28567347.521782603,9.0,morning,0.0,
,,,,tcp,FIN,0.840764,364,3754,62,252,1,3,ftp-data,3035.334473,32151.71094,8,10,255,255,315905965,2860081101,46,375,0,0,7283.269722,6378.379807,,,120.109147,81.252333,0.161418,0.067948,0.09347,0,1,0.0,0.0,0.0,1,1,2,2,1,1,2,Exploits,1,,,20.219705,,,,121011.0
,,,,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,31,31,31,31,31,14,31,Generic,1,,,200000.0051,,,,118569.0
,,,,tcp,FIN,0.152776,16480,268,254,252,7,1,http,819814.625,11729.59082,20,6,255,255,3397633035,100351292,824,45,1,0,605.13083,47.986945,,,7.358316,28.8406,0.053879,0.008564,0.045315,0,1,1.0,0.0,0.0,2,1,1,1,1,1,1,DoS,1,,,163.638265,,,,11820.0
,,,,udp,CON,0.001092,146,178,31,29,0,0,dns,534798.5,652014.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,,,0.01,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,3,3,1,1,1,3,Normal,0,,,2747.252623,,,,22856.0
175.45.176.1,0.0,149.171.126.10,0.0,mfe-nsp,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237285.0,1424237285.0,0.008,0.0,0.0,0.0,0.0,0,2,,,0.0,5,5,2,2,2,2,5,Backdoor,1,1.0,unknown,24996875.390576176,5.0,night,0.0,
175.45.176.0,0.0,149.171.126.17,0.0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251724.0,1424251724.0,0.003,0.0,0.0,0.0,0.0,0,2,,,0.0,5,5,4,6,4,4,5,DoS,1,1.0,Miscellaneous,66644451.84938353,9.0,morning,0.0,
,,,,tcp,FIN,1.17525,934,268,254,252,2,1,-,5724.739258,1524.78186,10,6,255,255,3677107509,4288864213,93,45,0,0,7946.677278,379.250875,,,126.812111,215.664797,0.146588,0.096923,0.049665,0,1,0.0,0.0,0.0,7,5,3,4,3,3,5,Fuzzers,1,,,12.763241,,,,123973.0
,,,,ospf,REQ,57.23156,3672,0,254,0,0,0,-,498.186676,0.0,34,0,0,0,0,0,108,0,0,0,2212.0085,0.0,,,1789.229375,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,1,1,1,4,1,1,2,DoS,1,,,0.576605,,,,82777.0
175.45.176.0,0.0,149.171.126.13,0.0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223250.0,1424223250.0,0.008,0.0,0.0,0.0,0.0,0,2,,,0.0,5,5,2,2,2,2,5,Exploits,1,1.0,Miscellaneous,24996875.390576176,1.0,night,0.0,
,,,,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,7,7,2,2,2,2,7,DoS,1,,,333333.3215,,,,58780.0
,,,,udp,INT,4e-06,116,0,254,0,0,0,dns,116000000.0,0.0,2,0,0,0,0,0,58,0,0,0,0.0,0.0,,,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,2,1,1,1,Reconnaissance,1,,,250000.0006,,,,49463.0
,,,,arp,INT,0.0,46,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,46,0,0,0,10.954519,0.0,,,60000.736,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,2,2,2,2,2,2,2,Normal,0,,,0.0,,,,40628.0
59.166.0.6,19946.0,149.171.126.2,60384.0,tcp,FIN,0.037006,4862,76316,31,29,7,36,-,1038750.5,16306329.0,84,86,255,255,579879117,2729786112,58,887,0,0,22.43684,22.330691,1421932111.0,1421932111.0,0.441325,0.427718,0.000834,0.000639,0.000195,0,0,0.0,0.0,0.0,3,8,2,2,1,1,1,unknown,0,0.0,unknown,2193644.214623461,13.0,afternoon,0.0,
,,,,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.01,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,46,46,43,44,43,18,46,Generic,1,,,100000.0025,,,,18852.0
,,,,udp,CON,0.001049,130,162,31,29,0,0,dns,495710.2188,617731.1875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,,,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,4,3,3,1,1,3,Normal,0,,,2859.866662,,,,22899.0
,,,,tcp,FIN,0.75782,836,1096,62,252,2,2,http,7949.117188,10123.77637,10,8,255,255,3825409980,1016119074,84,137,1,140,4269.094829,129.653922,,,84.202222,94.588859,0.168088,0.09506,0.073028,0,1,1.0,0.0,0.0,5,6,2,2,1,1,6,Analysis,1,,,22.432767,,,,80831.0
,,,,tcp,FIN,0.013349,1540,1644,31,29,4,4,-,865383.125,930706.375,16,18,255,255,957951952,3109439807,96,91,0,0,59.52801,1.393831,,,0.868867,0.758059,0.000571,0.000457,0.000114,0,0,0.0,0.0,0.0,3,6,6,5,3,1,4,Normal,0,,,2472.095221,,,,4589.0
,,,,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.003,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,24,24,15,15,15,10,24,Generic,1,,,333333.3215,,,,159610.0
,,,,tcp,FIN,0.980243,756,268,254,252,2,1,-,5557.805176,1828.118042,10,6,255,255,589240874,2640785275,76,45,0,0,5940.690285,301.017375,,,108.915889,165.703203,0.170476,0.126342,0.044134,0,1,0.0,0.0,0.0,5,4,2,3,2,1,4,Fuzzers,1,,,15.302328,,,,148340.0
149.171.126.12,47439.0,175.45.176.0,53.0,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424224891.0,1424224891.0,0.008,0.0,0.0,0.0,0.0,0,0,,,0.0,26,26,14,14,14,7,26,unknown,0,0.0,unknown,32995875.515560556,2.0,night,0.0,
175.45.176.1,0.0,149.171.126.10,0.0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424237323.0,1424237323.0,0.009,0.0,0.0,0.0,0.0,0,2,,,0.0,3,3,1,10,1,1,3, Fuzzers ,1,1.0, OSPF,22219753.360737693,5.0,night,0.0,
,,,,udp,INT,6e-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,34,34,34,35,34,16,34,Generic,1,,,166666.6608,,,,121756.0
,,,,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,,,0.005,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,31,31,30,30,30,15,31,Generic,1,,,200000.0051,,,,167641.0
,,,,udp,INT,0.000108,503,0,64,0,0,0,-,18666666.0,0.0,2,0,0,0,0,0,252,0,0,0,0.0,0.0,,,0.108,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,14,14,14,14,14,14,14,Normal,0,,,9259.259244,,,,19761.0
,,,,udp,CON,0.00102,146,178,31,29,0,0,dns,572549.0625,698039.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,,,0.007,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,4,6,2,1,1,1,Normal,0,,,2941.176566,,,,33420.0
,,,,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,4,4,2,2,2,2,4,DoS,1,,,111111.1072,,,,106922.0
,,,,tcp,CON,0.631979,998,86,62,252,2,1,-,10531.99609,544.321899,6,2,255,255,3444935601,3664385572,166,43,0,0,6409.613074,0.0,,,126.3958,0.002,0.262099,0.136309,0.12579,0,3,0.0,0.0,0.0,3,2,1,1,1,1,2,Normal,0,,,11.076318,,,,41534.0
175.45.176.2,0.0,149.171.126.17,0.0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258888.0,1424258888.0,0.009,0.0,0.0,0.0,0.0,0,2,,,0.0,3,3,1,2,1,1,4,Exploits,1,1.0,SMB,22219753.360737693,11.0,morning,0.0,
,,,,tcp,FIN,1.135388,588,354,254,252,2,1,-,3734.40625,2184.275391,10,8,255,255,3304889554,1162414601,59,44,0,0,8868.845259,219.16925,,,126.154222,147.273,0.145802,0.087983,0.057819,0,1,0.0,0.0,0.0,3,1,1,2,1,1,1,Normal,0,,,14.972855,,,,42402.0
,,,,udp,INT,8e-06,168,0,254,0,0,0,-,84000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,,,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,1,1,1,1,Reconnaissance,1,,,125000.0003,,,,159118.0
,,,,tcp,FIN,0.008147,3672,2456,31,29,7,7,-,3405425.25,2278139.0,18,18,255,255,3687666720,3695112698,204,136,0,0,27.213791,0.74221,,,0.460882,0.450588,0.000608,0.000483,0.000125,0,0,0.0,0.0,0.0,6,5,3,2,1,1,2,Normal,0,,,4296.059723,,,,31230.0
,,,,tcp,FIN,0.085879,1470,1728,31,29,5,4,-,130788.6719,149512.6875,22,14,255,255,3281929222,3286431342,67,123,0,0,413.822676,15.023542,,,4.29395,6.551769,0.00071,0.000577,0.000133,0,0,0.0,0.0,0.0,3,3,4,3,1,1,2,Normal,0,,,407.550167,,,,16356.0
59.166.0.8,51799.0,149.171.126.0,57792.0,tcp,FIN,0.227897,4118,58994,31,29,7,28,-,142520.5156,2041343.25,70,70,255,255,4067356714,2011733522,59,843,0,0,191.679221,4.931465,1421956277.0,1421956277.0,3.298203,3.29487,0.000688,0.000547,0.000141,0,0,0.0,0.0,0.0,2,4,5,2,1,1,1,unknown,0,0.0,unknown,276932.12162980594,19.0,evening,0.0,
,,,,tcp,FIN,0.386268,550,268,254,252,2,1,-,10251.94922,4639.266113,10,6,255,255,84970955,2202811634,55,45,0,0,2050.355954,81.870211,,,42.823667,63.943199,0.10844,0.066542,0.041898,0,1,0.0,0.0,0.0,8,4,1,2,1,1,1,Fuzzers,1,,,38.833143,,,,45834.0
,,,,irtp,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,,,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,4,4,2,2,2,2,4,Exploits,1,,,166666.6608,,,,107173.0
175.45.176.1,0.0,149.171.126.17,0.0,srp,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244403.0,1424244403.0,0.005,0.0,0.0,0.0,0.0,0,2,,,0.0,8,8,5,5,3,3,10, Fuzzers ,1,1.0, OSPF,39992001.599680066,7.0,morning,0.0,
,,,,tcp,CON,0.463342,998,86,62,252,2,1,-,14365.19824,742.432129,6,2,255,255,1839304104,4023173443,166,43,0,0,5422.55211,0.0,,,92.6684,0.001,0.372602,0.223206,0.149396,0,3,0.0,0.0,0.0,5,4,3,4,3,1,4,Normal,0,,,15.107631,,,,81445.0
,,,,ospf,INT,12.853813,2184,0,254,0,0,0,-,1326.921387,0.0,42,0,0,0,0,0,52,0,0,0,340.910781,0.0,,,313.507625,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1,1,1,4,1,1,1,DoS,1,,,3.189715,,,,118128.0
,,,,tcp,FIN,0.74554,588,268,254,252,2,1,-,5687.152832,2403.626709,10,6,255,255,1863311747,1436555004,59,45,0,0,4147.071124,193.920406,,,78.647,130.935797,0.163781,0.090852,0.072929,0,1,0.0,0.0,0.0,3,3,1,1,1,1,3,Normal,0,,,20.119644,,,,41819.0
